#id_star,coord1,coord2,ra,dec,star_distance,age,U,V,W,rV,pmra,pmdec,met,component,ebv,Z,log_age,M_ini,M_act,log_L,log_T,log_g,m_bol,mag_u,mag_g,mag_r,mag_i,mag_z,int_IMF,stage,mag_u_corr,mag_g_corr,mag_r_corr,mag_i_corr,mag_z_corr
42,113.70869134923294,-22.238078886075787,1.6392,39.8225,20099.3862,10.0568,164.6318,-105.3838,-13.4661,-145.4888,2.0378,0.1315,-1.8779,1,0.099,1.96E-4,10.0043,0.7744822745406648,0.7738185067725774,0.16993715577474536,3.8127935621512505,4.360028899204576,4.345239956180656,5.395577191240504,4.614926131479896,4.392571338650732,4.342228251001112,4.360553780881415,3.0604499257996487,1.0,21.54125032281379,21.125724901985784,20.94153120210255,20.783098368801713,21.1905773717223
46,113.79946203553283,-22.189105865280354,1.7349,39.8863,19975.3119,10.0009,165.5852,-94.1068,-28.7598,-130.7373,2.0326,0.0182,-1.7845,1,0.099,2.46E-4,10.0,0.6976627703358231,0.6973567780827582,-0.23957412686790644,3.7768584303480104,4.580435824235014,5.368835523702923,6.54944461116181,5.73653924129974,5.374633871437671,5.262131806106105,5.23862974077454,3.0212111847050203,1.0,22.925736987836014,22.188603654733672,21.810963156442057,21.676916142284725,21.405304421682686
47,113.59758482254297,-22.181121419338083,1.4937,39.8591,19849.7783,9.912,140.2123,-91.8841,1.2609,-130.4202,1.7434,0.2334,-1.7962,1,0.099,2.46E-4,9.9956,0.6821187238159725,0.6818506553228204,-0.3103455137615179,3.7688753276614104,4.609641910143693,5.546357610005319,6.772925402111982,5.934172378051031,5.545419353990081,5.421530493162654,5.388616934741321,3.0122398884392214,1.0,24.158747697865348,22.193689840115756,21.942778688159617,22.00618690680034,21.553008636794022
48,113.65284392637328,-22.155933778045203,1.553,39.8935,19986.1863,9.9859,149.0483,-108.2602,4.0209,-148.7416,1.8872,0.2416,-1.744,1,0.099,3.1E-4,10.0,0.8034096916585292,0.8025426949668677,0.3323320604975377,3.8194499483985487,4.239812880275053,3.939074598374858,4.997074598374858,4.178598604475624,3.9780745983748576,3.9410030960870706,3.967931593799283,3.0733357285959206,1.0,21.565939142902046,20.65234054680878,20.51100328163352,20.436403682856238,20.774797537948782
49,113.74469773322677,-22.1435844064404,1.6589,39.9216,19905.2439,9.9544,143.1748,-82.6359,11.3111,-127.7239,1.7035,0.3627,-1.7752,1,0.099,2.46E-4,10.0,0.6999358806520499,0.6996357260117569,-0.22958181671768108,3.7779686870313687,4.576316187594132,5.343708661921654,6.517889947529519,5.708782824215781,5.350675700902042,5.2396344996275275,5.217593298353012,3.0225015571614287,1.0,22.48904746824428,22.461696804701248,21.650522055371287,21.754451629459883,21.377047307349827
50,113.64313291476138,-22.189686449781437,1.5497,39.8586,19871.8849,10.0194,147.8118,-119.9978,-13.8388,-151.4456,1.9768,0.0333,-1.7967,1,0.099,2.46E-4,10.0,0.7720538363551356,0.7714073318647526,0.13401174006990418,3.8095008385764215,4.381360201693593,4.434700492876107,5.49240206236743,4.710643945757016,4.477160178977843,4.421918295588257,4.436757039995199,3.0593223015858095,1.0,21.961533127839616,21.230555660566157,20.964387620557808,21.063300828099226,20.656456684462228
51,113.81116510009707,-22.188535734822718,1.7486,39.8888,19942.6564,10.081,131.6031,-75.9649,2.7304,-114.5801,1.5774,0.2573,-1.8516,1,0.099,1.96E-4,10.0043,0.7871533541191251,0.7863549002321722,0.2558297916484228,3.818230456767275,4.30275081443597,4.130468440316938,5.178640118068919,4.383528573340708,4.179296762564958,4.138095018301091,4.162408307293168,3.066208223686681,1.0,21.793306812805255,20.8323512499481,20.729528771865315,20.578614048510367,20.570766521786553
52,113.72771355533953,-22.235850854385568,1.6612,39.828,20148.2952,10.0545,166.8798,-88.9903,-13.9461,-132.289,1.9755,0.1793,-1.753,1,0.099,2.46E-4,10.0043,0.8076769276191204,0.8066947919119589,0.4000405700762423,3.8230508419521,4.188955905739916,3.7697442868611737,4.825892831482527,4.000681501204233,3.812978590446938,3.781892831482527,3.8126585278967617,3.075156333768473,1.0,21.49517085433226,20.537544634521012,20.28794158069551,20.305851554492296,20.236665719166357
53,113.70712461844428,-22.158239764408492,1.6179,39.9006,19825.4851,9.9463,158.9823,-109.1609,-22.232,-143.3822,2.048,0.0194,-1.6904,1,0.099,3.1E-4,9.9956,0.7232494134166226,0.722888641688049,-0.13502153791686247,3.7866511293483853,4.530774762416615,5.1075538447921565,6.240298198050228,5.443634041046641,5.123305727039465,5.03011358311951,5.018809491534084,3.0351611573252946,1.0,22.711278508916454,21.897384884470735,21.67164209467424,21.49570762589243,21.51788373389455
54,113.66607127336556,-22.175228403285658,1.5734,39.8768,19975.5101,9.9972,150.9837,-74.0366,4.514,-120.6212,1.7397,0.3481,-1.6612,1,0.099,3.1E-4,10.0,0.6928056662112045,0.6925067614467005,-0.26850188488641075,3.77290338072335,4.590273662767538,5.441254712216027,6.651511786279853,5.815802667577182,5.439158014211117,5.321835687528084,5.294610058849963,3.0184535724814787,1.0,23.210123308651927,22.246833318205912,21.892709961011086,21.862800043139824,21.28216760632297
58,113.77117252399302,-22.211981608523732,1.7069,39.8589,20161.5212,9.9818,148.7361,-58.3989,-11.8754,-100.4934,1.6582,0.2222,-1.799,1,0.099,2.46E-4,10.0,0.7742524827112274,0.7735853180996538,0.1472846444190668,3.8104489031727904,4.37303260726603,4.401646348840548,5.458066749958399,4.674771231299819,4.444362268616978,4.390657787275557,4.406521466381276,3.0603425190226354,1.0,22.1560693427065,21.17500190842399,20.884213882741605,20.830560876990877,21.12392974279027
61,113.75411715502992,-22.17674978165776,1.6781,39.8906,20151.3226,10.0068,134.977,-66.2767,1.4785,-107.0807,1.5472,0.2821,-1.8159,1,0.099,2.46E-4,10.0,0.8264905027000199,0.8252324890163658,0.57453025589472,3.820028911862325,4.01228628584309,3.3331743602632002,4.410025329509025,3.5616393382959317,3.3707883690501075,3.3370163866239224,3.3649373998042833,3.0829669984253747,2.0,20.965503431838087,20.02817829090229,19.932312815787856,19.814298737913845,19.993465061137343
64,113.6624088814387,-22.22576574490288,1.5814,39.8266,20217.5564,9.9504,156.8283,-91.1443,-0.583,-135.3242,1.8631,0.2675,-1.9697,1,0.099,1.55E-4,10.0,0.7601311097428209,0.7595975407306202,0.08135052891769318,3.8073059593854537,4.41829662574259,4.56696499883926,5.620060852441175,4.8554740637761045,4.615599714305288,4.556186502970359,4.567090649368444,3.053702292476649,1.0,22.39146283662588,21.305363646830816,21.149723529885687,21.020193303774576,21.111226923710454
65,113.72600173855626,-22.21489010113564,1.6541,39.8483,19986.5481,9.9955,155.3625,-77.7442,-13.5854,-118.6259,1.8304,0.1769,-1.8003,1,0.099,2.46E-4,10.0,0.8117637876400094,0.8107838881419347,0.42012471948899033,3.8241674808001767,4.175431337265052,3.71953121880691,4.77541500845428,3.946507779747255,3.762903288924453,3.7334150084542803,3.765670868219194,3.076883311948283,1.0,21.4230097543654,20.496652986822202,20.246228866646824,20.254796833608193,20.230971029922195
66,113.69853584110909,-22.215622661402907,1.6217,39.8428,20170.0945,10.0071,149.8354,-100.0991,-3.3514,-139.3389,1.852,0.1928,-1.9446,1,0.099,1.96E-4,10.0,0.8322892724512916,0.8307876455029726,0.7159116714850259,3.7958783020655074,3.777268648369264,2.980070153899045,4.117562626250139,3.2665626262501393,3.006864814791922,2.9348514670241146,2.934975011994389,3.085300136830589,2.0,20.63913763869767,19.774177538043393,19.535704671761007,19.457307970630282,19.3701101010826
67,113.75023985489271,-22.219729175732727,1.684,39.8477,19987.6103,10.0538,164.9517,-98.3505,-18.241,-137.9392,2.0269,0.1063,-1.8635,1,0.099,1.96E-4,10.0043,0.7553954087756182,0.7548669296822456,0.055888032800637664,3.8045294809314654,4.429869730021799,4.6300358938628925,5.690988086947002,4.9239482478504275,4.675043861682207,4.611091668598097,4.6191315076946715,3.051430975955841,1.0,22.41875418058826,21.383408934805143,21.15696400414501,21.17236314019995,20.738861021936078
69,113.7313652951591,-22.193923350252607,1.6553,39.8698,20179.8456,10.0347,162.7131,-88.6336,-14.2733,-130.3679,1.9333,0.1631,-1.8587,1,0.099,1.96E-4,10.0,0.740854804261529,0.7404180996356554,-0.026984665207684038,3.797874509842117,4.478037807694928,4.837322271362664,5.9135163385960885,5.149189038474641,4.878110104493584,4.803013070876871,4.803800904007791,3.0442395439108867,1.0,22.253858353638414,21.671959934841627,21.419460238849403,21.385447450998438,21.43085497281293
