# File generated by CMD 3.3 (http://stev.oapd.inaf.it/cmd) on Fri Feb 21 18:17:57 CET 2020
# isochrones based on PARSEC release v1.2S +  COLIBRI S_35
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# Photometric system: SDSS <i>ugriz</i>
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0 period1 pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  umag    gmag    rmag    imag    zmag
0.00015547 -2.00000 10.00000 0.8418188095 2.4325182438    0.838  1.676  3.7179  2.509    3  0.000  0.519     0.00     0.00 -1 -3.58e-11      0.00 7.502e-01 2.496e-01 2.716e-05 8.414e-06 6.992e-05 -1.000 1.637e-04 0.581 2.182 1.123 0.607 0.409 0.313
0.00015547 -2.00000 10.00000 0.8419610262 2.4325623512    0.838  1.720  3.7164  2.459    3  0.000  0.518     0.00     0.00 -1 -4.21e-11      0.00 7.501e-01 2.497e-01 2.713e-05 8.453e-06 6.993e-05 -1.000 1.637e-04 0.470 2.091 1.020 0.498 0.296 0.199
0.00015547 -2.00000 10.00000 0.8420938253 2.4326035976    0.837  1.765  3.7147  2.407    3  0.000  0.518     0.00     0.00 -1 -4.95e-11      0.00 7.500e-01 2.498e-01 2.711e-05 8.475e-06 6.993e-05 -1.000 1.637e-04 0.358 1.999 0.915 0.387 0.182 0.082
0.00015547 -2.00000 10.00000 0.8422172666 2.4326419830    0.837  1.810  3.7131  2.355    3  0.000  0.518     0.00     0.00 -1 -5.84e-11      0.00 7.500e-01 2.498e-01 2.711e-05 8.482e-06 6.993e-05 -1.000 1.637e-04 0.244 1.906 0.809 0.274 0.067 -0.035
0.00015547 -2.00000 10.00000 0.8423305154 2.4326772690    0.837  1.856  3.7114  2.303    3  0.000  0.518     0.00     0.00 -1 -6.88e-11      0.00 7.500e-01 2.498e-01 2.711e-05 8.484e-06 6.994e-05 -1.000 1.636e-04 0.130 1.814 0.703 0.162 -0.048 -0.152
0.00015547 -2.00000 10.00000 0.8424334526 2.4327092171    0.837  1.900  3.7097  2.251    3  0.000  0.518     0.00     0.00 -1  -8.1e-11      0.00 7.500e-01 2.498e-01 2.710e-05 8.485e-06 6.994e-05 -1.000 1.637e-04 0.019 1.724 0.601 0.052 -0.161 -0.267
0.00015547 -2.00000 10.00000 0.8425297141 2.4327390194    0.837  1.946  3.7080  2.199    3  0.000  0.517     0.00     0.00 -1 -9.54e-11      0.00 7.500e-01 2.498e-01 2.710e-05 8.487e-06 6.994e-05 -1.000 1.637e-04 -0.094 1.635 0.497 -0.059 -0.275 -0.383
0.00015547 -2.00000 10.00000 0.8426175714 2.4327664375    0.836  1.990  3.7063  2.147    3  0.000  0.517     0.00     0.00 -1 -1.12e-10      0.00 7.500e-01 2.498e-01 2.710e-05 8.488e-06 6.994e-05 -1.000 1.636e-04 -0.206 1.547 0.394 -0.168 -0.388 -0.499
0.00015547 -2.00000 10.00000 0.8426954746 2.4327905178    0.836  2.033  3.7045  2.097    3  0.000  0.517     0.00     0.00 -1 -1.31e-10      0.00 7.500e-01 2.498e-01 2.710e-05 8.489e-06 6.994e-05 -1.000 1.637e-04 -0.313 1.464 0.297 -0.273 -0.496 -0.609
0.00015547 -2.00000 10.00000 0.8427672386 2.4328129292    0.836  2.076  3.7028  2.047    3  0.000  0.517     0.00     0.00 -1 -1.53e-10      0.00 7.500e-01 2.498e-01 2.710e-05 8.490e-06 6.994e-05 -1.000 1.636e-04 -0.420 1.380 0.199 -0.378 -0.604 -0.719
0.00015547 -2.00000 10.00000 0.8428345919 2.4328336716    0.835  2.119  3.7011  1.997    3  0.000  0.517     0.00     0.00 -1 -1.79e-10      0.00 7.500e-01 2.498e-01 2.710e-05 8.491e-06 6.994e-05 -1.000 1.637e-04 -0.527 1.296 0.102 -0.483 -0.712 -0.830
0.00015547 -2.00000 10.00000 0.8428950906 2.4328525066    0.835  2.160  3.6993  1.949    3  0.000  0.517     0.00     0.00 -1 -2.09e-10      0.00 7.500e-01 2.499e-01 2.710e-05 8.492e-06 6.994e-05 -1.000 1.637e-04 -0.631 1.222 0.009 -0.585 -0.817 -0.938
0.00015547 -2.00000 10.00000 0.8429557085 2.4328713417    0.834  2.203  3.6976  1.898    3  0.000  0.517     0.00     0.00 -1 -2.45e-10      0.00 7.500e-01 2.499e-01 2.710e-05 8.493e-06 6.994e-05 -1.000 1.637e-04 -0.738 1.144 -0.088 -0.690 -0.926 -1.049
0.00015547 -2.00000 10.00000 0.8430193663 2.4328911304    0.834  2.241  3.6961  1.854    3  0.000  0.517     0.00     0.00 -1 -2.81e-10      0.00 7.500e-01 2.499e-01 2.710e-05 8.494e-06 6.994e-05 -1.000 1.637e-04 -0.832 1.077 -0.172 -0.781 -1.020 -1.145
0.00015547 -2.00000 10.00000 0.8430525661 2.4329013824    0.833  2.255  3.6955  1.838    3  0.000  0.517     0.00     0.00 -1 -2.98e-10      0.00 7.500e-01 2.499e-01 2.710e-05 8.495e-06 6.994e-05 -1.000 1.637e-04 -0.868 1.051 -0.205 -0.817 -1.057 -1.183
0.00015547 -2.00000 10.00000 0.8430925012 2.4329137802    0.833  2.242  3.6964  1.855    3  0.000  0.517     0.00     0.00 -1 -2.85e-10      0.00 7.500e-01 2.499e-01 2.710e-05 8.495e-06 6.994e-05 -1.000 1.637e-04 -0.834 1.071 -0.176 -0.784 -1.022 -1.147
0.00015547 -2.00000 10.00000 0.8431000710 2.4329159260    0.833  2.249  3.6961  1.846    3  0.000  0.517     0.00     0.00 -1 -2.92e-10      0.00 7.500e-01 2.499e-01 2.710e-05 8.495e-06 6.994e-05 -1.000 1.636e-04 -0.852 1.059 -0.192 -0.802 -1.040 -1.166
0.00015547 -2.00000 10.00000 0.8431422114 2.4329290390    0.832  2.290  3.6942  1.797    3  0.000  0.517     0.00     0.00 -1 -3.36e-10      0.00 7.500e-01 2.499e-01 2.710e-05 8.496e-06 6.994e-05 -1.000 1.636e-04 -0.955 0.988 -0.283 -0.901 -1.144 -1.272
0.00015547 -2.00000 10.00000 0.8431847095 2.4329421520    0.832  2.333  3.6924  1.746    3  0.000  0.517     0.00     0.00 -1 -3.94e-10      0.00 7.500e-01 2.499e-01 2.710e-05 8.497e-06 6.994e-05 -1.000 1.637e-04 -1.064 0.910 -0.380 -1.008 -1.254 -1.384
0.00015547 -2.00000 10.00000 0.8432208300 2.4329533577    0.831  2.373  3.6906  1.699    3  0.000  0.517     0.00     0.00 -1 -4.55e-10      0.00 7.500e-01 2.499e-01 2.710e-05 8.497e-06 6.994e-05 -1.000 1.637e-04 -1.162 0.843 -0.466 -1.103 -1.353 -1.486
0.00015547 -2.00000 10.00000 0.8432564139 2.4329645634    0.830  2.414  3.6887  1.650    3  0.000  0.517     0.00     0.00 -1  -5.3e-10      0.00 7.500e-01 2.499e-01 2.709e-05 8.498e-06 6.994e-05 -1.000 1.636e-04 -1.265 0.775 -0.556 -1.202 -1.456 -1.592
0.00015547 -2.00000 10.00000 0.8432895541 2.4329748154    0.830  2.455  3.6868  1.601    3  0.000  0.517     0.00     0.00 -1 -6.17e-10      0.00 7.500e-01 2.499e-01 2.709e-05 8.498e-06 6.994e-05 -1.000 1.637e-04 -1.368 0.708 -0.645 -1.301 -1.559 -1.698
0.00015547 -2.00000 10.00000 0.8433185816 2.4329836369    0.829  2.494  3.6850  1.555    3  0.000  0.517     0.00     0.00 -1 -7.11e-10      0.00 7.500e-01 2.499e-01 2.709e-05 8.499e-06 6.995e-05 -1.000 1.637e-04 -1.464 0.693 -0.723 -1.399 -1.660 -1.801
0.00015547 -2.00000 10.00000 0.8433473110 2.4329926968    0.828  2.535  3.6831  1.506    3  0.000  0.517     0.00     0.00 -1 -8.27e-10      0.00 7.500e-01 2.499e-01 2.709e-05 8.499e-06 6.995e-05 -1.000 1.637e-04 -1.566 0.677 -0.805 -1.502 -1.767 -1.910
0.00015547 -2.00000 10.00000 0.8433728814 2.4330005646    0.827  2.573  3.6813  1.459    3  0.000  0.517     0.00     0.00 -1 -9.55e-10      0.00 7.499e-01 2.499e-01 2.709e-05 8.499e-06 6.995e-05 -1.000 1.637e-04 -1.663 0.576 -0.891 -1.590 -1.860 -2.007
0.00015547 -2.00000 10.00000 0.8433966637 2.4330079556    0.826  2.612  3.6794  1.413    3  0.000  0.517     0.00     0.00 -1  -1.1e-09      0.00 7.499e-01 2.499e-01 2.709e-05 8.500e-06 6.995e-05 -1.000 1.637e-04 -1.760 0.549 -0.967 -1.684 -1.959 -2.108
0.00015547 -2.00000 10.00000 0.8434193134 2.4330148697    0.825  2.651  3.6775  1.365    3  0.000  0.517     0.00     0.00 -1 -1.27e-09      0.00 7.499e-01 2.499e-01 2.709e-05 8.500e-06 6.995e-05 -1.000 1.637e-04 -1.858 0.527 -1.042 -1.779 -2.059 -2.211
0.00015547 -2.00000 10.00000 0.8434437513 2.4330224991    0.824  2.696  3.6752  1.310    3  0.000  0.517     0.00     0.00 -1 -1.51e-09      0.00 7.499e-01 2.499e-01 2.709e-05 8.501e-06 6.995e-05 -1.000 1.637e-04 -1.971 0.509 -1.127 -1.888 -2.175 -2.331
0.00015547 -2.00000 10.00000 0.8434633613 2.4330286980    0.823  2.736  3.6732  1.262    3  0.000  0.517     0.00     0.00 -1 -1.74e-09      0.00 7.499e-01 2.499e-01 2.709e-05 8.501e-06 6.995e-05 -1.000 1.637e-04 -2.069 0.499 -1.198 -1.983 -2.275 -2.434
0.00015547 -2.00000 10.00000 0.8434836268 2.4330348969    0.821  2.779  3.6709  1.209    3  0.000  0.517     0.00     0.00 -1 -2.05e-09      0.00 7.499e-01 2.499e-01 2.709e-05 8.501e-06 6.995e-05 -1.000 1.637e-04 -2.178 0.499 -1.273 -2.086 -2.386 -2.549
0.00015547 -2.00000 10.00000 0.8435003161 2.4330401421    0.820  2.817  3.6690  1.162    3  0.000  0.517     0.00     0.00 -1 -2.37e-09      0.00 7.499e-01 2.499e-01 2.709e-05 8.501e-06 6.995e-05 -1.000 1.636e-04 -2.274 0.503 -1.339 -2.177 -2.483 -2.650
0.00015547 -2.00000 10.00000 0.8435173035 2.4330453873    0.818  2.859  3.6667  1.110    3  0.000  0.517     0.00     0.00 -1 -2.77e-09      0.00 7.499e-01 2.499e-01 2.709e-05 8.502e-06 6.995e-05 -1.000 1.637e-04 -2.377 0.524 -1.404 -2.275 -2.589 -2.760
0.00015547 -2.00000 10.00000 0.8435314894 2.4330496788    0.816  2.896  3.6647  1.065    3  0.000  0.517     0.00     0.00 -1 -3.18e-09      0.00 7.499e-01 2.499e-01 2.709e-05 8.502e-06 6.995e-05 -1.000 1.636e-04 -2.470 0.542 -1.462 -2.361 -2.682 -2.857
0.00015547 -2.00000 10.00000 0.8435462713 2.4330542088    0.814  2.937  3.6625  1.013    3  0.000  0.517     0.00     0.00 -1 -3.72e-09      0.00 7.499e-01 2.499e-01 2.709e-05 8.502e-06 6.995e-05 -1.000 1.636e-04 -2.573 0.578 -1.522 -2.457 -2.787 -2.966
0.00015547 -2.00000 10.00000 0.8435613513 2.4330589771    0.812  2.982  3.6600  0.957    3  0.000  0.517     0.00     0.00 -1  -4.4e-09      0.00 7.499e-01 2.499e-01 2.709e-05 8.502e-06 6.995e-05 -1.000 1.637e-04 -2.685 0.634 -1.578 -2.559 -2.901 -3.086
0.00015547 -2.00000 10.00000 0.8435735703 2.4330627918    0.809  3.021  3.6577  0.908    3  0.000  0.517     0.00     0.00 -1 -5.11e-09      0.00 7.499e-01 2.499e-01 2.709e-05 8.503e-06 6.995e-05 -1.000 1.637e-04 -2.783 0.694 -1.621 -2.645 -2.998 -3.188
0.00015547 -2.00000 10.00000 0.8435840607 2.4330658913    0.807  3.056  3.6557  0.863    3  0.000  0.517     0.00     0.00 -1 -5.84e-09      0.00 7.499e-01 2.499e-01 2.709e-05 8.503e-06 6.995e-05 -1.000 1.637e-04 -2.871 0.704 -1.671 -2.721 -3.084 -3.279
0.00015547 -2.00000 10.00000 0.8435948491 2.4330692291    0.804  3.095  3.6534  0.814    3  0.000  0.517     0.00     0.00 -1 -6.76e-09      0.00 7.499e-01 2.499e-01 2.709e-05 8.503e-06 6.995e-05 -1.000 1.636e-04 -2.967 0.717 -1.723 -2.804 -3.177 -3.377
0.00015547 -2.00000 10.00000 0.8436059356 2.4330728054    0.801  3.137  3.6509  0.760    3  0.000  0.517     0.00     0.00 -1 -7.93e-09      0.00 7.499e-01 2.499e-01 2.709e-05 8.503e-06 6.995e-05 -1.000 1.636e-04 -3.072 0.735 -1.778 -2.894 -3.279 -3.485
0.00015547 -2.00000 10.00000 0.8436151743 2.4330756664    0.798  3.174  3.6487  0.713    3  0.000  0.517     0.00     0.00 -1 -9.14e-09      0.00 7.499e-01 2.499e-01 2.709e-05 8.503e-06 6.995e-05 -1.000 1.637e-04 -3.164 0.750 -1.827 -2.973 -3.367 -3.579
0.00015547 -2.00000 10.00000 0.8436245918 2.4330785275    0.794  3.213  3.6463  0.662    3  0.000  0.517     0.00     0.00 -1 -1.06e-08      0.00 7.499e-01 2.499e-01 2.709e-05 8.503e-06 6.995e-05 -1.000 1.636e-04 -3.262 0.768 -1.878 -3.056 -3.461 -3.678
0.00015547 -2.00000 10.00000 0.8436332345 2.4330811501    0.790  3.249  3.6442  0.615    3  0.000  0.517     0.00     0.00 -1 -1.23e-08      0.00 7.499e-01 2.499e-01 2.709e-05 8.503e-06 6.995e-05 -1.000 1.636e-04 -3.353 0.786 -1.923 -3.132 -3.547 -3.770
0.00015547 -2.00000 10.00000 0.8436356783 2.4330818653    0.789  3.258  3.6437  0.603    3  0.000  0.517     0.00     0.00 -1 -1.28e-08      0.00 7.499e-01 2.499e-01 2.709e-05 8.503e-06 6.995e-05 -1.000 1.637e-04 -3.375 0.791 -1.934 -3.151 -3.569 -3.793
0.00015547 -2.00000 10.00000 0.8436356783 2.4330818653    0.788  1.716  3.8352  2.911    4  0.000  0.531     0.00     0.00 -1    -1e-30      0.00 7.542e-01 2.457e-01 2.759e-05 7.774e-06 6.934e-05 -1.000 1.637e-04 0.479 1.635 0.559 0.463 0.478 0.519
0.00015547 -2.00000 10.00000 0.8436669707 2.4330916405    0.788  1.737  3.8244  2.847    4  0.000  0.531     0.00     0.00 -1    -1e-30      0.00 7.542e-01 2.457e-01 2.759e-05 7.774e-06 6.934e-05 -1.000 1.637e-04 0.427 1.596 0.538 0.408 0.403 0.433
0.00015547 -2.00000 10.00000 0.8437228203 2.4331088066    0.789  1.741  3.8233  2.839    4  0.000  0.531     0.00     0.00 -1    -1e-30      0.00 7.542e-01 2.457e-01 2.759e-05 7.774e-06 6.934e-05 -1.000 1.637e-04 0.417 1.588 0.532 0.398 0.391 0.420
0.00015547 -2.00000 10.00000 0.8437768221 2.4331254959    0.789  1.742  3.8238  2.841    4  0.000  0.531     0.00     0.00 -1    -1e-30      0.00 7.542e-01 2.457e-01 2.759e-05 7.775e-06 6.934e-05 -1.000 1.636e-04 0.416 1.586 0.528 0.396 0.391 0.420
0.00015547 -2.00000 10.00000 0.8438317776 2.4331426620    0.789  1.742  3.8247  2.844    4  0.000  0.531     0.00     0.00 -1    -1e-30      0.00 7.542e-01 2.457e-01 2.759e-05 7.775e-06 6.934e-05 -1.000 1.636e-04 0.415 1.584 0.524 0.395 0.391 0.422
0.00015547 -2.00000 10.00000 0.8438888192 2.4331603050    0.789  1.742  3.8258  2.848    4  0.000  0.531     0.00     0.00 -1    -1e-30      0.00 7.542e-01 2.457e-01 2.759e-05 7.775e-06 6.934e-05 -1.000 1.637e-04 0.414 1.582 0.520 0.395 0.392 0.424
0.00015547 -2.00000 10.00000 0.8439427614 2.4331769943    0.789  1.743  3.8270  2.852    4  0.000  0.531     0.00     0.00 -1    -1e-30      0.00 7.541e-01 2.457e-01 2.759e-05 7.776e-06 6.934e-05 -1.000 1.637e-04 0.413 1.580 0.516 0.394 0.394 0.428
0.00015547 -2.00000 10.00000 0.8439994454 2.4331943989    0.789  1.743  3.8284  2.858    4  0.000  0.531     0.00     0.00 -1    -1e-30      0.00 7.541e-01 2.457e-01 2.759e-05 7.776e-06 6.934e-05 -1.000 1.636e-04 0.413 1.578 0.511 0.395 0.397 0.432
0.00015547 -2.00000 10.00000 0.8440555930 2.4332118034    0.789  1.743  3.8298  2.864    4  0.000  0.531     0.00     0.00 -1    -1e-30      0.00 7.541e-01 2.457e-01 2.759e-05 7.776e-06 6.935e-05 -1.000 1.637e-04 0.414 1.576 0.507 0.395 0.400 0.436
0.00015547 -2.00000 10.00000 0.8441121578 2.4332292080    0.789  1.743  3.8312  2.869    4  0.000  0.531     0.00     0.00 -1    -1e-30      0.00 7.541e-01 2.457e-01 2.759e-05 7.776e-06 6.935e-05 -1.000 1.637e-04 0.414 1.575 0.503 0.396 0.403 0.441
0.00015547 -2.00000 10.00000 0.8441652656 2.4332456589    0.789  1.743  3.8323  2.874    4  0.000  0.531     0.00     0.00 -1    -1e-30      0.00 7.541e-01 2.457e-01 2.759e-05 7.777e-06 6.935e-05 -1.000 1.636e-04 0.414 1.574 0.500 0.396 0.406 0.444
0.00015547 -2.00000 10.00000 0.8442234993 2.4332637787    0.789  1.743  3.8332  2.877    4  0.000  0.531     0.00     0.00 -1    -1e-30      0.00 7.541e-01 2.457e-01 2.759e-05 7.777e-06 6.935e-05 -1.000 1.636e-04 0.413 1.573 0.497 0.396 0.407 0.447
0.00015547 -2.00000 10.00000 0.8442803025 2.4332811832    0.789  1.743  3.8338  2.879    4  0.000  0.531     0.00     0.00 -1    -1e-30      0.00 7.541e-01 2.457e-01 2.759e-05 7.777e-06 6.935e-05 -1.000 1.637e-04 0.413 1.572 0.494 0.395 0.408 0.448
0.00015547 -2.00000 10.00000 0.8443377614 2.4332990646    0.789  1.743  3.8339  2.879    4  0.000  0.531     0.00     0.00 -1    -1e-30      0.00 7.541e-01 2.457e-01 2.759e-05 7.778e-06 6.935e-05 -1.000 1.637e-04 0.411 1.570 0.492 0.394 0.407 0.447
0.00015547 -2.00000 10.00000 0.8443963528 2.4333171844    0.789  1.744  3.8336  2.877    4  0.000  0.531     0.00     0.00 -1    -1e-30      0.00 7.541e-01 2.457e-01 2.759e-05 7.778e-06 6.935e-05 -1.000 1.637e-04 0.409 1.569 0.492 0.392 0.404 0.444
0.00015547 -2.00000 10.00000 0.8444199562 2.4333243370    0.789  1.745  3.8333  2.876    4  0.000  0.531     0.00     0.00 -1    -1e-30      0.00 7.541e-01 2.457e-01 2.759e-05 7.778e-06 6.935e-05 -1.000 1.636e-04 0.409 1.568 0.491 0.391 0.403 0.442
0.00015547 -2.00000 10.00000 0.8444519043 2.4333343506    0.789  1.745  3.8326  2.873    4  0.000  0.531     0.00     0.00 -1    -1e-30      0.00 7.541e-01 2.457e-01 2.759e-05 7.778e-06 6.935e-05 -1.000 1.636e-04 0.407 1.568 0.492 0.389 0.400 0.438
0.00015547 -2.00000 10.00000 0.8445116282 2.4333527088    0.789  1.747  3.8310  2.865    4  0.000  0.531     0.00     0.00 -1    -1e-30      0.00 7.541e-01 2.457e-01 2.759e-05 7.778e-06 6.935e-05 -1.000 1.637e-04 0.404 1.566 0.493 0.385 0.393 0.430
0.00015547 -2.00000 10.00000 0.8445661068 2.4333696365    0.789  1.748  3.8289  2.855    4  0.000  0.531     0.00     0.00 -1    -1e-30      0.00 7.541e-01 2.457e-01 2.759e-05 7.779e-06 6.935e-05 -1.000 1.637e-04 0.400 1.564 0.496 0.381 0.384 0.419
0.00015547 -2.00000 10.00000 0.8446218967 2.4333868027    0.790  1.750  3.8261  2.842    4  0.000  0.531     0.00     0.00 -1    -1e-30      0.00 7.541e-01 2.457e-01 2.759e-05 7.779e-06 6.935e-05 -1.000 1.637e-04 0.395 1.563 0.500 0.376 0.374 0.406
0.00015547 -2.00000 10.00000 0.8446812034 2.4334051609    0.790  1.752  3.8224  2.825    4  0.000  0.531     0.00     0.00 -1    -1e-30      0.00 7.541e-01 2.458e-01 2.759e-05 7.779e-06 6.935e-05 -1.000 1.637e-04 0.389 1.562 0.505 0.369 0.361 0.389
0.00015547 -2.00000 10.00000 0.8447403312 2.4334232807    0.790  1.755  3.8181  2.805    4  0.000  0.531     0.00     0.00 -1    -1e-30      0.00 7.541e-01 2.458e-01 2.759e-05 7.780e-06 6.936e-05 -1.000 1.636e-04 0.382 1.561 0.511 0.361 0.345 0.369
0.00015547 -2.00000 10.00000 0.8447979689 2.4334411621    0.790  1.758  3.8133  2.782    4  0.000  0.531     0.00     0.00 -1    -1e-30      0.00 7.541e-01 2.458e-01 2.759e-05 7.780e-06 6.936e-05 -1.000 1.636e-04 0.374 1.561 0.518 0.353 0.328 0.347
0.00015547 -2.00000 10.00000 0.8448310494 2.4334514141    0.790  1.760  3.8104  2.769    4  0.000  0.531     0.00     0.00 -1    -1e-30      0.00 7.541e-01 2.458e-01 2.759e-05 7.780e-06 6.936e-05 -1.000 1.637e-04 0.369 1.559 0.524 0.348 0.317 0.333
0.00015547 -2.00000 10.00000 0.8448844552 2.4334678650    0.790  1.764  3.8054  2.745    4  0.000  0.531     0.00     0.00 -1    -1e-30      0.00 7.541e-01 2.458e-01 2.759e-05 7.780e-06 6.936e-05 -1.000 1.637e-04 0.360 1.559 0.533 0.339 0.300 0.311
0.00015547 -2.00000 10.00000 0.8449409008 2.4334852695    0.790  1.768  3.8001  2.720    4  0.000  0.531     0.00     0.00 -1    -1e-30      0.00 7.541e-01 2.458e-01 2.759e-05 7.781e-06 6.936e-05 -1.000 1.636e-04 0.350 1.558 0.543 0.330 0.280 0.286
0.00015547 -2.00000 10.00000 0.8449967504 2.4335024357    0.790  1.772  3.7949  2.695    4  0.000  0.531     0.00     0.00 -1    -1e-30      0.00 7.541e-01 2.458e-01 2.759e-05 7.781e-06 6.936e-05 -1.000 1.637e-04 0.340 1.558 0.552 0.320 0.261 0.261
0.00015547 -2.00000 10.00000 0.8450539112 2.4335200787    0.790  1.777  3.7892  2.667    4  0.000  0.531     0.00     0.00 -1    -1e-30      0.00 7.541e-01 2.458e-01 2.759e-05 7.781e-06 6.936e-05 -1.000 1.637e-04 0.327 1.559 0.561 0.309 0.240 0.233
0.00015547 -2.00000 10.00000 0.8451083899 2.4335367680    0.790  1.782  3.7840  2.641    4  0.000  0.531     0.00     0.00 -1    -1e-30      0.00 7.540e-01 2.458e-01 2.759e-05 7.781e-06 6.936e-05 -1.000 1.637e-04 0.315 1.559 0.568 0.298 0.219 0.206
0.00015547 -2.00000 10.00000 0.8451628685 2.4335536957    0.790  1.787  3.7794  2.618    4  0.000  0.531     0.00     0.00 -1    -1e-30      0.00 7.540e-01 2.458e-01 2.759e-05 7.782e-06 6.936e-05 -1.000 1.637e-04 0.302 1.559 0.573 0.287 0.200 0.182
0.00015547 -2.00000 10.00000 0.8452166915 2.4335701466    0.790  1.793  3.7750  2.595    4  0.000  0.531     0.00     0.00 -1    -1e-30      0.00 7.540e-01 2.458e-01 2.759e-05 7.782e-06 6.936e-05 -1.000 1.637e-04 0.287 1.561 0.576 0.274 0.179 0.156
0.00015547 -2.00000 10.00000 0.8452712893 2.4335870743    0.790  1.800  3.7710  2.572    4  0.000  0.531     0.00     0.00 -1    -1e-30      0.00 7.540e-01 2.458e-01 2.759e-05 7.782e-06 6.936e-05 -1.000 1.637e-04 0.271 1.560 0.575 0.260 0.157 0.129
0.00015547 -2.00000 10.00000 0.8453255296 2.4336037636    0.790  1.807  3.7674  2.551    4  0.000  0.531     0.00     0.00 -1    -1e-30      0.00 7.540e-01 2.458e-01 2.759e-05 7.783e-06 6.936e-05 -1.000 1.637e-04 0.253 1.557 0.572 0.244 0.135 0.102
0.00015547 -2.00000 10.00000 0.8453610539 2.4336147308    0.790  1.805  3.7678  2.554    4  0.000  0.531     0.00     0.00 -1    -1e-30      0.00 7.540e-01 2.458e-01 2.759e-05 7.783e-06 6.936e-05 -1.000 1.637e-04 0.257 1.559 0.574 0.247 0.139 0.107
0.00015547 -2.00000 10.00000 0.8454145789 2.4336311817    0.790  1.816  3.7631  2.524    4  0.000  0.531     0.00     0.00 -1    -1e-30      0.00 7.540e-01 2.458e-01 2.759e-05 7.783e-06 6.936e-05 -1.000 1.637e-04 0.229 1.549 0.565 0.222 0.105 0.067
0.00015547 -2.00000 10.00000 0.8454698920 2.4336481094    0.790  1.832  3.7577  2.487    4  0.000  0.531     0.00     0.00 -1    -1e-30      0.00 7.540e-01 2.458e-01 2.759e-05 7.783e-06 6.937e-05 -1.000 1.637e-04 0.190 1.533 0.549 0.186 0.059 0.015
0.00015547 -2.00000 10.00000 0.8455239534 2.4336647987    0.791  1.858  3.7507  2.433    4  0.000  0.531     0.00     0.00 -1    -1e-30      0.00 7.540e-01 2.458e-01 2.759e-05 7.784e-06 6.937e-05 -1.000 1.637e-04 0.125 1.503 0.512 0.124 -0.014 -0.068
0.00015547 -2.00000 10.00000 0.8455566764 2.4336750507    0.791  1.888  3.7438  2.375    4  0.000  0.531     0.00     0.00 -1    -1e-30      0.00 7.540e-01 2.458e-01 2.759e-05 7.784e-06 6.937e-05 -1.000 1.636e-04 0.049 1.466 0.465 0.052 -0.099 -0.160
0.00015547 -2.00000 10.00000 0.8455730081 2.4336800575    0.791  1.922  3.7374  2.316    4  0.000  0.531     0.00     0.00 -1    -1e-30      0.00 7.540e-01 2.458e-01 2.759e-05 7.784e-06 6.937e-05 -1.000 1.637e-04 -0.034 1.428 0.409 -0.027 -0.189 -0.258
0.00015547 -2.00000 10.00000 0.8455799818 2.4336822033    0.791  1.955  3.7318  2.261    4  0.000  0.531     0.00     0.00 -1    -1e-30      0.00 7.540e-01 2.458e-01 2.759e-05 7.784e-06 6.937e-05 -1.000 1.637e-04 -0.117 1.389 0.351 -0.106 -0.278 -0.355
0.00015547 -2.00000 10.00000 0.8455832005 2.4336831570    0.791  1.988  3.7272  2.209    4  0.000  0.531     0.00     0.00 -1    -1e-30      0.00 7.540e-01 2.458e-01 2.759e-05 7.784e-06 6.937e-05 -1.000 1.637e-04 -0.199 1.348 0.289 -0.185 -0.365 -0.448
0.00015547 -2.00000 10.00000 0.8455848098 2.4336836338    0.791  2.018  3.7237  2.165    4  0.000  0.531     0.00     0.00 -1    -1e-30      0.00 7.540e-01 2.458e-01 2.759e-05 7.784e-06 6.937e-05 -1.000 1.637e-04 -0.274 1.306 0.231 -0.258 -0.444 -0.531
0.00015547 -2.00000 10.00000 0.8455849290 2.4336836338    0.791  2.021  3.7234  2.161    7  0.000  0.531     0.00     0.00 -1    -1e-30      0.00 7.540e-01 2.458e-01 2.759e-05 7.784e-06 6.937e-05 -1.000 1.637e-04 -0.282 1.301 0.225 -0.265 -0.451 -0.539
0.00015547 -2.00000 10.00000 0.8455857038 2.4336838722    0.791  2.046  3.7211  2.126    7  0.000  0.531     0.00     0.00 -1    -1e-30      0.00 7.540e-01 2.458e-01 2.759e-05 7.784e-06 6.937e-05 -1.000 1.636e-04 -0.345 1.260 0.172 -0.326 -0.517 -0.608
