# File generated by CMD 3.3 (http://stev.oapd.inaf.it/cmd) on Fri Feb 21 18:17:57 CET 2020
# isochrones based on PARSEC release v1.2S +  COLIBRI S_35
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# Photometric system: SDSS <i>ugriz</i>
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0 period1 pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  umag    gmag    rmag    imag    zmag
0.00015547 -2.00000 10.00000 0.8455867767 2.4336841106    0.791  2.087  3.7177  2.071    7  0.000  0.531     0.00     0.00 -1    -1e-30      0.00 7.540e-01 2.458e-01 2.759e-05 7.784e-06 6.937e-05 -1.000 1.637e-04 -0.448 1.193 0.086 -0.426 -0.623 -0.718
0.00015547 -2.00000 10.00000 0.8455878496 2.4336845875    0.791  2.125  3.7149  2.022    7  0.000  0.531     0.00     0.00 -1    -1e-30      0.00 7.540e-01 2.458e-01 2.759e-05 7.784e-06 6.937e-05 -1.000 1.636e-04 -0.543 1.130 0.006 -0.518 -0.720 -0.819
0.00015547 -2.00000 10.00000 0.8455892205 2.4336850643    0.791  2.166  3.7121  1.971    7  0.000  0.531     0.00     0.00 -1    -1e-30      0.00 7.540e-01 2.458e-01 2.759e-05 7.784e-06 6.937e-05 -1.000 1.637e-04 -0.644 1.063 -0.081 -0.616 -0.824 -0.926
0.00015547 -2.00000 10.00000 0.8455924988 2.4336860180    0.791  2.162  3.7127  1.977    7  0.000  0.531     0.00     0.00 -1    -1e-30      0.00 7.540e-01 2.458e-01 2.759e-05 7.784e-06 6.937e-05 -1.000 1.636e-04 -0.635 1.066 -0.074 -0.608 -0.814 -0.916
0.00015547 -2.00000 10.00000 0.8456105590 2.4336915016    0.791  2.143  3.7137  2.000    7  0.000  0.531     0.00     0.00 -1    -1e-30      0.00 7.540e-01 2.458e-01 2.759e-05 7.784e-06 6.937e-05 -1.000 1.636e-04 -0.588 1.099 -0.033 -0.562 -0.766 -0.867
0.00015547 -2.00000 10.00000 0.8456329107 2.4336984158    0.791  2.172  3.7115  1.961    7  0.000  0.531     0.00     0.00 -1    -1e-30      0.00 7.540e-01 2.458e-01 2.759e-05 7.784e-06 6.937e-05 -1.000 1.636e-04 -0.661 1.053 -0.094 -0.633 -0.842 -0.945
0.00015547 -2.00000 10.00000 0.8456526995 2.4337046146    0.791  2.216  3.7085  1.906    7  0.000  0.531     0.00     0.00 -1    -1e-30      0.00 7.540e-01 2.458e-01 2.759e-05 7.784e-06 6.937e-05 -1.000 1.637e-04 -0.770 0.985 -0.186 -0.738 -0.953 -1.060
0.00015547 -2.00000 10.00000 0.8456665277 2.4337086678    0.791  2.252  3.7061  1.861    7  0.000  0.531     0.00     0.00 -1    -1e-30      0.00 7.540e-01 2.458e-01 2.759e-05 7.784e-06 6.937e-05 -1.000 1.636e-04 -0.859 0.930 -0.262 -0.825 -1.044 -1.155
0.00015547 -2.00000 10.00000 0.8456841707 2.4337141514    0.791  2.296  3.7033  1.805    7  0.000  0.531     0.00     0.00 -1    -1e-30      0.00 7.540e-01 2.458e-01 2.759e-05 7.784e-06 6.937e-05 -1.000 1.638e-04 -0.970 0.859 -0.357 -0.933 -1.157 -1.272
0.00015547 -2.00000 10.00000 0.8457006812 2.4337191582    0.791  2.337  3.7009  1.755    7  0.000  0.531     0.00     0.00 -1    -1e-30      0.00 7.540e-01 2.458e-01 2.759e-05 7.785e-06 6.937e-05 -1.000 1.636e-04 -1.071 0.793 -0.443 -1.031 -1.260 -1.378
0.00015547 -2.00000 10.00000 0.8457159400 2.4337239265    0.791  2.377  3.6985  1.705    7  0.000  0.530     0.00     0.00 -1    -1e-30      0.00 7.540e-01 2.458e-01 2.758e-05 7.785e-06 6.937e-05 -1.000 1.636e-04 -1.172 0.729 -0.529 -1.128 -1.362 -1.484
0.00015547 -2.00000 10.00000 0.8457297087 2.4337282181    0.791  2.417  3.6962  1.656    7  0.000  0.530     0.00     0.00 -1    -1e-30      0.00 7.540e-01 2.459e-01 2.756e-05 7.794e-06 6.937e-05 -1.000 1.636e-04 -1.273 0.667 -0.615 -1.225 -1.464 -1.589
0.00015547 -2.00000 10.00000 0.8457421064 2.4337320328    0.791  2.458  3.6939  1.606    7  0.000  0.528     0.00     0.00 -1    -1e-30      0.00 7.539e-01 2.460e-01 2.747e-05 7.846e-06 6.938e-05 -1.000 1.551e-04 -1.374 0.603 -0.700 -1.323 -1.566 -1.694
0.00015547 -2.00000 10.00000 0.8457535505 2.4337356091    0.791  2.499  3.6916  1.556    7  0.000  0.521     0.00     0.00 -1    -1e-30      0.00 7.538e-01 2.461e-01 2.717e-05 8.087e-06 6.940e-05 -1.000 1.576e-04 -1.477 0.539 -0.787 -1.421 -1.669 -1.801
0.00015547 -2.00000 10.00000 0.8457637429 2.4337387085    0.791  2.539  3.6893  1.506    7  0.000  0.510     0.00     0.00 -1    -1e-30      0.00 7.536e-01 2.462e-01 2.662e-05 8.684e-06 6.942e-05 -1.000 1.636e-04 -1.578 0.477 -0.873 -1.519 -1.771 -1.906
0.00015547 -2.00000 10.00000 0.8457729816 2.4337415695    0.791  2.579  3.6870  1.457    7  0.000  0.496     0.00     0.00 -1    -1e-30      0.00 7.534e-01 2.464e-01 2.592e-05 9.516e-06 6.943e-05 -1.000 1.622e-04 -1.678 0.420 -0.956 -1.614 -1.872 -2.010
0.00015547 -2.00000 10.00000 0.8457815051 2.4337441921    0.791  2.619  3.6847  1.408    7  0.000  0.483     0.00     0.00 -1    -1e-30      0.00 7.533e-01 2.466e-01 2.527e-05 1.032e-05 6.945e-05 -1.000 1.501e-04 -1.779 0.376 -1.037 -1.711 -1.974 -2.115
0.00015547 -2.00000 10.00000 0.8457894325 2.4337465763    0.791  2.660  3.6824  1.358    7  0.000  0.472     0.00     0.00 -1    -1e-30      0.00 7.531e-01 2.468e-01 2.470e-05 1.102e-05 6.946e-05 -1.000 1.433e-04 -1.879 0.353 -1.114 -1.808 -2.077 -2.222
0.00015547 -2.00000 10.00000 0.8457969427 2.4337489605    0.791  2.699  3.6801  1.309    7  0.000  0.463     0.00     0.00 -1    -1e-30      0.00 7.529e-01 2.469e-01 2.422e-05 1.162e-05 6.947e-05 -1.000 1.627e-04 -1.978 0.336 -1.189 -1.905 -2.179 -2.328
0.00015547 -2.00000 10.00000 0.8458042741 2.4337511063    0.791  2.739  3.6778  1.260    7  0.000  0.454     0.00     0.00 -1    -1e-30      0.00 7.527e-01 2.472e-01 2.379e-05 1.215e-05 6.948e-05 -1.000 1.493e-04 -2.078 0.328 -1.261 -2.001 -2.281 -2.434
0.00015547 -2.00000 10.00000 0.8458113074 2.4337532520    0.791  2.779  3.6754  1.210    7  0.000  0.447     0.00     0.00 -1    -1e-30      0.00 7.525e-01 2.474e-01 2.342e-05 1.262e-05 6.947e-05 -1.000 1.141e-04 -2.178 0.328 -1.330 -2.097 -2.384 -2.540
0.00015547 -2.00000 10.00000 0.8458177447 2.4337553978    0.791  2.820  3.6731  1.161    7  0.000  0.441     0.00     0.00 -1    -1e-30      0.00 7.523e-01 2.476e-01 2.310e-05 1.302e-05 6.944e-05 -1.000 1.622e-04 -2.279 0.336 -1.398 -2.192 -2.487 -2.647
0.00015547 -2.00000 10.00000 0.8458232880 2.4337570667    0.791  2.859  3.6707  1.112    7  0.000  0.436     0.00     0.00 -1    -1e-30      0.00 7.521e-01 2.478e-01 2.282e-05 1.338e-05 6.938e-05 -1.000 1.637e-04 -2.377 0.352 -1.461 -2.285 -2.588 -2.752
0.00015547 -2.00000 10.00000 0.8458282351 2.4337584972    0.791  2.899  3.6682  1.062    7  0.000  0.432     0.00     0.00 -1    -1e-30      0.00 7.518e-01 2.480e-01 2.257e-05 1.370e-05 6.930e-05 -1.000 1.637e-04 -2.477 0.380 -1.521 -2.379 -2.690 -2.858
0.00015547 -2.00000 10.00000 0.8458323479 2.4337596893    0.791  2.938  3.6658  1.013    7  0.000  0.429     0.00     0.00 -1    -1e-30      0.00 7.516e-01 2.482e-01 2.237e-05 1.401e-05 6.918e-05 -1.000 1.636e-04 -2.576 0.418 -1.577 -2.470 -2.790 -2.963
0.00015547 -2.00000 10.00000 0.8458361626 2.4337608814    0.791  2.980  3.6632  0.961    7  0.000  0.427     0.00     0.00 -1    -1e-30      0.00 7.514e-01 2.484e-01 2.218e-05 1.433e-05 6.901e-05 -1.000 1.637e-04 -2.679 0.475 -1.628 -2.564 -2.895 -3.073
0.00015547 -2.00000 10.00000 0.8458400965 2.4337620735    0.791  3.022  3.6605  0.908    7  0.000  0.425     0.00     0.00 -1    -1e-30      0.00 7.512e-01 2.486e-01 2.203e-05 1.464e-05 6.883e-05 -1.000 1.637e-04 -2.785 0.552 -1.673 -2.659 -3.002 -3.187
0.00015547 -2.00000 10.00000 0.8458434939 2.4337632656    0.791  3.067  3.6575  0.851    7  0.000  0.424     0.00     0.00 -1    -1e-30      0.00 7.511e-01 2.488e-01 2.193e-05 1.491e-05 6.866e-05 -1.000 1.436e-04 -2.898 0.637 -1.717 -2.757 -3.115 -3.307
0.00015547 -2.00000 10.00000 0.8458454609 2.4337637424    0.791  3.116  3.6542  0.789    7  0.000  0.424     0.00     0.00 -1    -1e-30      0.00 7.510e-01 2.489e-01 2.187e-05 1.506e-05 6.856e-05 -1.000 1.637e-04 -3.021 0.666 -1.778 -2.861 -3.233 -3.432
0.00015547 -2.00000 10.00000 0.8458458185 2.4337639809    0.791  3.104  3.6549  0.804    7  0.000  0.423     0.00     0.00 -1    -1e-30      0.00 7.508e-01 2.490e-01 2.181e-05 1.525e-05 6.843e-05 -1.000 1.637e-04 -2.990 0.663 -1.761 -2.834 -3.203 -3.401
0.00015547 -2.00000 10.00000 0.8458459377 2.4337639809    0.791  3.113  3.6542  0.792    7  0.000  0.423     0.00     0.00 -1    -1e-30      0.00 7.506e-01 2.492e-01 2.169e-05 1.567e-05 6.812e-05 -1.000 1.636e-04 -3.013 0.671 -1.772 -2.853 -3.226 -3.425
0.00015547 -2.00000 10.00000 0.8458460569 2.4337639809    0.791  3.131  3.6530  0.770    7  0.000  0.423     0.00     0.00 -1    -1e-30      0.00 7.506e-01 2.493e-01 2.164e-05 1.585e-05 6.799e-05 -1.000 1.636e-04 -3.056 0.682 -1.793 -2.890 -3.267 -3.469
0.00015547 -2.00000 10.00000 0.8458462358 2.4337639809    0.791  3.148  3.6518  0.748    7  0.000  0.423     0.00     0.00 -1    -1e-30      0.00 7.505e-01 2.493e-01 2.161e-05 1.594e-05 6.792e-05 -1.000 1.636e-04 -3.099 0.692 -1.814 -2.926 -3.308 -3.513
0.00015547 -2.00000 10.00000 0.8458464146 2.4337642193    0.791  3.160  3.6510  0.732    7  0.000  0.423     0.00     0.00 -1    -1e-30      0.00 7.505e-01 2.494e-01 2.160e-05 1.598e-05 6.789e-05 -1.000 1.637e-04 -3.129 0.700 -1.829 -2.951 -3.337 -3.544
0.00015547 -2.00000 10.00000 0.8458466530 2.4337642193    0.791  3.174  3.6500  0.714    7  0.000  0.423     0.00     0.00 -1    -1e-30      0.00 7.504e-01 2.494e-01 2.157e-05 1.609e-05 6.781e-05 -1.000 1.636e-04 -3.165 0.710 -1.846 -2.981 -3.371 -3.580
0.00015547 -2.00000 10.00000 0.8458469510 2.4337642193    0.791  3.202  3.6481  0.678    7  0.000  0.422     0.00     0.00 -1    -1e-30      0.00 7.502e-01 2.496e-01 2.151e-05 1.631e-05 6.765e-05 -1.000 1.637e-04 -3.236 0.729 -1.880 -3.040 -3.439 -3.652
0.00015547 -2.00000 10.00000 0.8458475471 2.4337644577    0.791  3.253  3.6445  0.613    7  0.000  0.422     0.00     0.00 -1    -1e-30      0.00 7.499e-01 2.499e-01 2.135e-05 1.686e-05 6.724e-05 -1.000 1.636e-04 -3.362 0.769 -1.936 -3.143 -3.557 -3.780
0.00015547 -2.00000 10.00000 0.8458481431 2.4337646961    0.791  3.414  3.6091  0.310    8  0.549  0.390    87.42    43.30  1 -1.07e-06      0.00 7.290e-01 2.706e-01 6.375e-05 5.931e-05 2.177e-04 -1.000 3.690e-04 -3.766 1.784 -1.633 -3.246 -3.824 -4.140
0.00015547 -2.00000 10.00000 0.8458482027 2.4337646961    0.790  3.285  3.6179  0.474    8  0.549  0.390    61.38    31.88  1 -5.93e-07      0.00 7.290e-01 2.706e-01 6.375e-05 5.931e-05 2.177e-04 -1.000 3.690e-04 -3.443 1.647 -1.556 -3.025 -3.544 -3.829
0.00015547 -2.00000 10.00000 0.8458482623 2.4337646961    0.788  3.145  3.6307  0.664    8  0.549  0.390    40.73    22.34  1 -3.08e-07      0.00 7.290e-01 2.706e-01 6.375e-05 5.931e-05 2.177e-04 -1.000 3.690e-04 -3.093 1.400 -1.489 -2.789 -3.243 -3.493
0.00015547 -2.00000 10.00000 0.8458484411 2.4337646961    0.785  2.927  3.6505  0.960    8  0.549  0.390    21.52    12.85  1 -1.07e-07      0.00 7.290e-01 2.706e-01 6.375e-05 5.931e-05 2.177e-04 -1.000 3.690e-04 -2.547 1.079 -1.313 -2.376 -2.747 -2.949
0.00015547 -2.00000 10.00000 0.8458486795 2.4337646961    0.781  2.932  3.6499  0.950    8  0.549  0.390    21.97    13.05  1 -1.11e-07      0.00 7.290e-01 2.706e-01 6.375e-05 5.931e-05 2.177e-04 -1.000 3.690e-04 -2.560 1.092 -1.315 -2.386 -2.758 -2.962
0.00015547 -2.00000 10.00000 0.8458489776 2.4337649345    0.776  3.006  3.6430  0.845    8  0.550  0.390    27.56    15.83  1 -1.65e-07      0.00 7.290e-01 2.706e-01 6.375e-05 5.931e-05 2.177e-04 -1.000 3.690e-04 -2.746 1.200 -1.379 -2.529 -2.930 -3.149
0.00015547 -2.00000 10.00000 0.8458493352 2.4337649345    0.769  3.161  3.6288  0.631    8  0.550  0.390    43.81    23.53  1 -3.58e-07      0.00 7.290e-01 2.706e-01 6.375e-05 5.931e-05 2.177e-04 -1.000 3.691e-04 -3.131 1.454 -1.485 -2.812 -3.275 -3.531
0.00015547 -2.00000 10.00000 0.8458498120 2.4337651730    0.762  3.300  3.6159  0.436    8  0.550  0.390    66.73    33.69  1 -7.11e-07      0.00 7.290e-01 2.706e-01 6.375e-05 5.931e-05 2.177e-04 -1.000 3.691e-04 -3.479 1.715 -1.537 -3.039 -3.571 -3.863
0.00015547 -2.00000 10.00000 0.8458502889 2.4337654114    0.753  3.393  3.6073  0.303    8  0.551  0.390    88.92    42.93  1 -1.13e-06      0.00 7.290e-01 2.706e-01 6.375e-05 5.931e-05 2.177e-04 -1.000 3.691e-04 -3.712 1.904 -1.542 -3.174 -3.760 -4.082
0.00015547 -2.00000 10.00000 0.8458508253 2.4337654114    0.744  3.444  3.6024  0.227    8  0.551  0.390   104.99    49.22  1 -1.49e-06      0.00 7.290e-01 2.706e-01 6.375e-05 5.931e-05 2.177e-04 -1.000 3.691e-04 -3.841 2.022 -1.533 -3.240 -3.860 -4.200
0.00015547 -2.00000 10.00000 0.8458514810 2.4337656498    0.733  3.471  3.5997  0.184    8  0.552  0.390   115.30    52.95  1 -1.75e-06      0.00 7.290e-01 2.706e-01 6.375e-05 5.931e-05 2.177e-04 -1.000 3.691e-04 -3.906 2.092 -1.522 -3.271 -3.910 -4.260
0.00015547 -2.00000 10.00000 0.8458521366 2.4337658882    0.722  3.487  3.5984  0.155    8  0.552  0.390   122.91    55.44  0 -1.98e-06      0.00 7.290e-01 2.706e-01 6.375e-05 5.931e-05 2.177e-04 -1.000 3.691e-04 -3.948 2.128 -1.520 -3.294 -3.943 -4.299
0.00015547 -2.00000 10.00000 0.8458546996 2.4337666035    0.554 -9.999  4.0000  1.705    9  0.554  0.000     0.00     0.00 -1    -1e-30      0.00 7.290e-01 2.706e-01 6.375e-05 5.931e-05 2.177e-04 -1.000 3.690e-04 29.767 30.700 29.956 30.210 30.431 30.556
#isochrone terminated
