#id_star,coord1,coord2,ra,dec,star_distance,age,U,V,W,rV,pmra,pmdec,met,component,ebv,Z,log_age,M_ini,M_act,log_L,log_T,log_g,m_bol,mag_u,mag_g,mag_r,mag_i,mag_z,int_IMF,stage,mag_u_corr,mag_g_corr,mag_r_corr,mag_i_corr,mag_z_corr
58,113.8134304918443,-21.108146690307837,1.4864,40.9506,17958.5612,12.0643,147.7549,-85.8777,-17.2595,-122.7338,2.01,0.1101,-1.9728,1,0.0739,1.55E-4,10.0828,0.6908947043285175,0.6905003644302153,-0.18445734262627514,3.7814816704452965,4.539508949720687,5.230871729131724,6.377920122037312,5.592352670716591,5.250217768075147,5.144020552150641,5.124280081358208,3.017345923039336,1.0,22.956268771671102,21.99804276367492,21.63768663612294,21.439850406485604,21.866554127833524
59,113.64348205977197,-21.24583757399456,1.3152,40.7854,18065.1665,12.01,187.3026,-112.303,-16.6118,-159.8758,2.5397,0.1895,-1.8729,1,0.0739,1.96E-4,10.0792,0.7812805465591575,0.780119042959105,0.4804152239623953,3.8123701788722384,4.051043935189245,3.568711940094012,4.648914936576102,3.8234688274193855,3.608333496431325,3.5615766091059515,3.5788197217805777,3.0635670473783723,1.0,20.965171857160755,20.08220464562467,19.877542386836623,19.812094970646065,19.81397021072429
60,113.72780665923531,-21.12959513556874,1.388,40.9145,17999.6186,11.9245,194.0918,-96.3197,-2.0588,-154.357,2.503,0.4164,-1.865,1,0.0739,1.96E-4,10.0755,0.6760334921811576,0.675711307532641,-0.2700493346356572,3.7723862409962066,4.5793401367354765,5.445141960688764,6.645099011110006,5.827620485899385,5.451290953485729,5.3320516908804185,5.301275180075867,3.0085966226572967,1.0,22.650302353228998,22.146388514721217,21.84221481672966,21.577292514310795,21.782106553087115
64,113.9021397201676,-21.187991027451588,1.6138,40.8877,18225.6099,11.996,170.7687,-74.1396,2.3227,-128.5527,2.1115,0.4306,-1.9084,1,0.0739,1.96E-4,10.0792,0.7201822427335436,0.7196841486893625,-0.030959692411841065,3.7945479081638878,4.456275897954454,4.847266938755595,5.93861696790798,5.167087798811948,4.883150262371466,4.802975247795273,4.7998585714111455,3.033553780739335,1.0,21.636876921980193,21.51810287907109,21.186701488942145,21.08981423523147,21.2125237273584
66,113.82441035314773,-21.222459107133158,1.5281,40.8403,18103.7011,12.034,128.4089,-48.0765,-8.3122,-86.3395,1.5777,0.2426,-2.0332,1,0.0739,1.55E-4,10.0792,0.6526900108261733,0.6523990194707928,-0.3743146844901233,3.7609859770120098,4.622856851980458,5.70576415668633,6.972756556401368,6.122518508080589,5.710067417301025,5.572190241603897,5.5290098052920715,2.9940900163468323,1.0,23.19816458073108,22.394366439150524,21.951236842127333,21.88481581359619,21.16912737107918
67,113.87079328031137,-21.299598339597473,1.6033,40.7726,17972.8234,11.9912,154.5481,-74.6992,-3.9537,-120.4772,1.991,0.3079,-1.9497,1,0.0739,1.96E-4,10.0792,0.6516330111949514,0.6513286627595054,-0.3826814775360916,3.7595867163912864,4.62501411827424,5.726817971943604,7.01066524596325,6.1452844965399285,5.727360859530106,5.587627597231943,5.543713372404946,2.9934134093463354,1.0,23.069045859889115,22.419383187180102,22.04311610465937,21.793635044905695,21.717709293822352
70,113.76054707264187,-21.14012296416438,1.4303,40.9099,18315.4351,11.9734,143.845,-84.0531,-2.6431,-124.855,1.8922,0.2543,-1.9269,1,0.0739,1.96E-4,10.0792,0.7286884936614015,0.7281338795120856,0.021786263397490763,3.798437698657117,4.4241663668845135,4.715661697672343,5.794039177036712,5.023548601700992,4.75569939632946,4.682265368979415,4.683812492300811,3.038019335293802,1.0,22.228605859585926,21.320309134050984,21.003034777358973,20.974537044268892,20.880686692459662
71,113.92777023970953,-21.1340154978529,1.6316,40.9451,18009.5419,11.9967,152.2802,-97.5383,-0.5323,-140.5754,2.0797,0.2687,-2.0046,1,0.0739,1.55E-4,10.0792,0.6722796557734005,0.6719650970482737,-0.28123827284598785,3.7714814578068956,4.58460822925058,5.47309568211497,6.672864149057505,5.8598096131954325,5.48241447255175,5.360722355816116,5.328700541471288,3.0063311629778604,1.0,21.982459831783057,22.11380610728625,21.877206747846003,21.270233332014254,21.669805619047516
72,113.79016702077001,-21.37146705060942,1.5237,40.6879,18452.4766,12.0158,132.9521,-92.9571,-15.763,-123.4088,1.8429,0.0475,-1.8878,1,0.0739,1.96E-4,10.0792,0.7083264765743567,0.7078633350835017,-0.09986418605099588,3.7889768635687067,4.495575406143577,5.019655661154446,6.132348206879619,5.355444286340502,5.047770956507505,4.9579054677527425,4.948001547213626,3.0271596872993216,1.0,22.06225492296756,21.659968135183536,21.45041989752828,21.260377118920857,21.115180508868686
73,113.74170762816362,-21.173918723614708,1.4159,40.8734,18048.5085,12.0358,147.9874,-61.6965,-14.0297,-103.1542,1.8664,0.2167,-1.94,1,0.0739,1.96E-4,10.0792,0.6454301187619083,0.6451389125651866,-0.41111154317405446,3.756143277913026,4.635338752217441,5.797870917391658,7.109019284348322,6.227603911739542,5.797502679565569,5.652083825652492,5.604506160869865,2.989355891216136,1.0,21.9379654608537,22.289153662623555,22.22676583421963,22.12167945223354,21.230465443011262
74,113.86117996356256,-21.258184259531394,1.5815,40.8116,17830.3127,12.0842,139.6242,-69.5079,0.5656,-112.0845,1.8155,0.3197,-1.9176,1,0.0739,1.96E-4,10.0828,0.6160547646934006,0.6159053541310215,-0.54192747482112,3.7392789074484547,4.678335911460223,6.124345593491291,7.5817717705146705,6.613251488848266,6.124560844999214,5.951376961705632,5.8835159556739365,2.969186956206576,1.0,24.121988629186752,22.916545493756857,22.312701684212893,22.156387401005794,21.324704306092556
75,113.87574167185578,-21.203974337156456,1.5857,40.8674,18127.9442,11.9701,125.8508,-76.8259,-11.1743,-108.9438,1.7088,0.1177,-1.939,1,0.0739,1.96E-4,10.0792,0.6730648932007095,0.6727483778770733,-0.2811532205956244,3.7711233739353682,4.583406504258527,5.473184681495397,6.68067922186291,5.859027061660145,5.478771641444706,5.3569455613433234,5.325326001267286,3.006806061597142,1.0,22.438493425708188,22.11009044109509,21.60702536828574,21.540705983687634,21.60818923917359
77,113.94743110053976,-21.266563660283587,1.6879,40.8183,18206.8325,12.0127,143.6695,-44.5574,-22.0903,-84.2807,1.7318,0.1578,-1.8836,1,0.0739,1.96E-4,10.0792,0.7826977113667992,0.781514545218317,0.4999641522501077,3.8112548054647806,4.02783896551043,3.5198779310208588,4.603490917358907,3.776337670774395,3.5585714378518345,3.5102649446828105,3.5261116980982985,3.064210687500363,1.0,20.833014406866603,20.105978839168966,19.880166788318466,19.856865585827435,19.602053943101193
79,113.84159475534885,-21.337963081736937,1.5775,40.7298,17832.5065,12.0661,138.3626,-90.7769,-10.1952,-125.7228,1.9397,0.1351,-1.9466,1,0.0739,1.96E-4,10.0828,0.7217727380689357,0.7212071060027441,-0.01561354457790743,3.7955722798661626,4.445990673017163,4.808580678606745,5.896704290494187,5.12551702184628,4.846112506986978,4.76764433536721,4.7651761637474435,3.034403781989374,1.0,22.26667776281285,21.346128551043673,21.08024983633304,20.935036012609512,21.47702142072813
